	type	p_corr	r_sim	seq_iden
9043	ortholog	0.8029598994609017	0.15747386431191734	0.8508771929824561
5621	ortholog	0.10719192587282056	0.3797166946443371	0.9207920792079208
3478	ortholog	0.8093546762885815	0.9053755594134457	0.6174334140435835
1819	ortholog	0.9098903302682562	0.7845238470654305	0.7664473684210527
2740	ortholog	0.9888884574367363	0.766479657770551	0.5752577319587628
5569	ortholog	0.8840732946926938	0.7720410267405271	0.7785977859778598
5340	ortholog	0.9721727276684095	0.7561056249184321	0.7757201646090535
2943	ortholog	0.6069839699833698	0.9012144844784685	0.9012875536480687
2279	ortholog	0.4084250413982749	0.8050700677058731	0.5462184873949579
8834	ortholog	0.15405511104168243	0.9190909910152951	0.9506172839506173
8788	ortholog	0.9647146124160616	0.9467959401713488	0.5973072215422277
2387	ortholog	0.43445498471761834	0.6759029959729167	0.7857142857142857
4899	ortholog	0.41119875789277605	0.6620553624072711	0.6859903381642513
824	ortholog	0.6301059941623723	0.9966498808115752	0.9607843137254902
5164	ortholog	0.4101255492831546	0.8117776032567163	0.725
6292	ortholog	0.5515786455278879	0.7772405564613357	0.6468200270635994
2828	ortholog	0.5834460814134773	0.2866234598701929	0.5298013245033113
8862	ortholog	0.8977416063955423	0.8399984726868945	0.7678983833718245
167	ortholog	0.8110655645981093	0.9017400737231462	0.8555555555555555
3872	ortholog	-0.3185423417497229	0.25510699646307233	0.9183673469387755
2574	ortholog	0.13215040255277657	0.589654025003705	0.8283378746594006
3050	ortholog	0.3353912259379014	0.7318643991036806	0.803921568627451
8083	ortholog	0.2899880302374369	0.7316748352621127	0.7711538461538462
433	ortholog	0.7106411760012779	0.7393021332946281	0.5298013245033113
8848	ortholog	0.6790558895467366	0.9299169016027683	0.8018018018018018
1368	ortholog	0.7121483068674042	0.9376222651318336	0.8070175438596491
6644	ortholog	0.43069484790073664	0.8504649038778347	0.7929515418502202
2100	ortholog	0.7280619140582975	0.5424785237417533	0.5492957746478874
2877	ortholog	0.198372842678802	0.8106779649018256	0.9181446111869032
2873	ortholog	0.20226024324703917	0.8193891297319127	0.8733125649013499
6754	ortholog	0.25183392643827557	0.9464682483539815	0.9083333333333333
7583	ortholog	0.19719037147672278	0.6660605191856857	0.7794117647058824
700	ortholog	0.8205784332939663	0.42142965101600227	0.4419642857142857
7640	ortholog	0.8264288396777875	0.45883807413457367	0.8979057591623036
3327	ortholog	0.3799728845440315	0.8804833958858516	0.9205607476635514
2197	ortholog	0.8049973325421992	0.7190500183226286	0.8995348837209303
7506	ortholog	0.6166057166733302	0.7993570786998684	0.8041958041958042
2015	ortholog	0.7488805079221759	0.5034760469594493	0.8766859344894027
7841	ortholog	0.6937056895770731	0.6084746370324411	0.6838006230529595
4332	ortholog	0.9989397323676237	0.7418222323621381	0.5316455696202531
4413	ortholog	-0.3333432659301307	0.8632798685435382	0.7719298245614035
9174	ortholog	0.9968397956950432	0.545222179123575	0.3089005235602094
1446	ortholog	0.5348290120701361	0.6889376719312037	0.9098890942698706
7448	ortholog	-0.29206870518907163	0.538525324652757	0.8928571428571429
1384	ortholog	0.8967298374205851	0.9019182066469165	0.6167854315122724
7934	ortholog	0.6771952338896027	0.7080123095195792	0.8801498127340824
5858	ortholog	0.8744105664486282	0.759476168557478	0.6472602739726028
1522	ortholog	0.7774652757834473	0.9128983850561425	0.8396946564885496
5741	ortholog	0.15745711413421348	0.9420535861411047	0.9131944444444444
4949	ortholog	0.3172673188382911	0.9361775483422631	0.8290598290598291
1697	ortholog	0.932981191518367	0.8033459998118282	0.7112970711297071
3939	ortholog	0.5493183927030838	0.687403070667167	0.7477477477477478
3689	ortholog	-0.16110321458216353	0.0666909256960202	0.7919655667144907
5840	ortholog	0.8342771077642892	0.7609017043823875	0.4387755102040816
7115	ortholog	0.508809986733652	0.665201323678039	0.880085653104925
2623	ortholog	0.6612532229296111	0.8108380107621623	0.4078549848942598
5257	ortholog	0.6233816445645728	0.6000991080277502	0.9000757002271007
50	ortholog	0.9202469053307054	0.8475624411753475	0.5930232558139535
8488	ortholog	-0.3641678959305247	0.2764280271282241	0.9283387622149837
7301	ortholog	0.7088048398283863	0.7555980286459716	0.5764075067024129
1567	ortholog	0.5027522250456796	0.4781530947441217	0.6599552572706935
3644	ortholog	0.8222962718770915	0.7041246496170358	0.9067599067599068
8004	ortholog	0.9585609767868724	0.7487628075513394	0.7204301075268817
6071	ortholog	0.10438270308539213	0.7233223259108306	0.8556149732620321
7559	ortholog	0.47537031382435446	0.8869877140515027	0.8408163265306122
1282	ortholog	0.7023223934436927	0.537464067427493	0.8461538461538461
6457	ortholog	0.4533359410828993	0.932285497685685	0.9400352733686067
8872	ortholog	0.8604268978603827	0.8368603989230894	0.6429980276134122
2432	ortholog	0.34199664114021916	0.3120105794891346	0.9705882352941176
6753	ortholog	0.6727201333582663	0.7979566625760861	0.8859315589353612
12	ortholog	0.8702893052154983	0.7423261566539728	0.6396648044692738
5512	ortholog	0.19768706378178738	0.8244658605020285	0.8406015037593985
8564	ortholog	0.7554632529379239	0.787157205924711	0.8813229571984436
5327	ortholog	0.8736365601301346	0.9028175188101889	0.8008415147265077
6866	ortholog	0.8422192727589203	0.6600482910576435	0.41116751269035534
5988	ortholog	-0.14442844613710504	0.3392924057156963	0.39896373056994816
7786	ortholog	0.8542114097687119	0.8239623372270598	0.676923076923077
1682	ortholog	0.4765548369955609	0.9101206302894891	0.9265536723163842
1164	ortholog	0.30067587807412144	0.8825192091946652	0.8086642599277978
8548	ortholog	0.4101949106282596	0.858191523408066	0.9639175257731959
5710	ortholog	0.21060055646495668	0.6423778999772232	0.7506014434643143
2221	ortholog	0.47340698245393464	0.8863283773580285	0.8666666666666667
7350	ortholog	0.8256071581202318	0.8279678137580424	0.8796728971962616
5561	ortholog	0.6653770803709939	0.7084886128364388	0.6937716262975778
171	ortholog	0.4403107016559388	0.8697667089610186	0.8695652173913043
3196	ortholog	0.7846723843891918	0.8507606164576913	0.7942664418212478
1912	ortholog	0.5992562507555061	0.9521330988049964	0.9164733178654292
8598	ortholog	0.30688474139052996	0.5712394295948673	0.7962732919254658
584	ortholog	-0.1977050940124622	0.44331165171665643	0.7315716272600834
2035	ortholog	0.5363825965345462	0.8590135679935627	0.3635559486952676
169	ortholog	0.9803531076430739	0.8610552502682711	0.6680584551148225
5649	ortholog	0.9681315971302699	0.688064612868367	0.8241758241758241
7402	ortholog	0.7819083997087575	0.8536618757298872	0.8047138047138047
3492	ortholog	0.7491030308195458	0.783449554402473	0.528395061728395
850	ortholog	0.4988448508865264	0.7009517495138632	0.7245657568238213
4384	ortholog	0.41408047449034446	0.8703338091670145	0.8918128654970761
7605	ortholog	0.9484226792056906	0.9617071551230868	0.6146953405017921
7562	ortholog	0.9910524459369642	0.8638218947610721	0.875
1440	ortholog	0.08050270838567974	0.7458288434632743	0.8397887323943662
549	ortholog	0.7403785200855174	0.7804595226188729	0.8704896907216495
6366	ortholog	0.14215269331846725	0.8665486595454496	0.8184143222506394
3069	ortholog	0.05892116398253666	0.8091778324820594	0.8470588235294118
8331	ortholog	0.5950694248774386	0.9964114860156815	0.8933333333333333
5472	ortholog	0.9480312717791702	0.06164337777009865	0.5809051456912585
8256	ortholog	0.47980641277357683	0.5715293737594922	0.5178571428571429
6599	ortholog	-0.25032580785626884	0.4233697266201428	0.6405384006334125
8384	ortholog	0.15962374619576014	0.8202777293591308	0.8501118568232662
3770	ortholog	0.24278363390552624	0.7874830141827822	0.9129213483146067
3465	ortholog	0.8240124140015426	0.23328723432165122	0.47157190635451507
1374	ortholog	-0.23533401220258424	-0.1399371653010537	0.944206008583691
8750	ortholog	-0.10602020250000171	0.9289135624091605	0.7589041095890411
8575	ortholog	0.7566949991790353	0.9506701554661642	0.8983957219251337
7215	ortholog	0.7512465875168765	0.8651991265382488	0.7954545454545454
2440	ortholog	0.36859077623036207	0.5755345009509136	1.0
2993	ortholog	-0.28685850133803853	-0.16074485792414683	0.8225
8023	ortholog	-0.5938412714390746	0.6524955781643491	0.5724137931034483
901	ortholog	-0.5739401100172744	0.21668604189870233	0.6212121212121212
2053	ortholog	0.7764856743109945	0.9290673553841958	0.9282758620689655
5242	ortholog	0.7462263624088848	0.821050363516193	0.8138401559454191
2970	ortholog	0.5229404912907217	0.9363565468672255	0.7802197802197802
3006	ortholog	0.11696711469435538	0.8088920325265597	0.8834688346883469
6700	ortholog	0.02782563906618761	0.4083238710129764	0.6236559139784946
5445	ortholog	0.354511347879644	0.6216483073998172	0.8571428571428571
5934	ortholog	0.4238976509986247	0.8658746668842117	0.7985347985347986
5578	ortholog	0.4705439868488861	0.8778706411718354	0.8838174273858921
3364	ortholog	0.8239950958021167	0.924315591097671	0.7640086206896551
8539	ortholog	-0.501434446342123	0.22596854668439736	0.5131578947368421
3744	ortholog	0.4993063005231542	0.5609059926368405	0.5734597156398105
5640	ortholog	0.9831866445768602	0.8852777102907459	0.4927007299270073
1189	ortholog	0.7116787447944587	0.8156666952732381	0.898989898989899
4344	ortholog	0.41333699018726106	0.7998307300294565	0.8394160583941606
6895	ortholog	0.7456266442576103	0.6291645140117795	0.6881443298969072
2512	ortholog	-0.22622181826150028	0.5692862817700729	0.6769911504424779
6828	ortholog	0.3634669333000558	0.7607428110207205	0.9054263565891473
1006	ortholog	0.6496436889065896	0.5879593818903956	0.9290657439446367
8527	ortholog	0.9667715556888563	0.6549715355411667	0.8941798941798942
5434	ortholog	0.01585375149405336	0.6732280431432973	0.9437086092715232
8545	ortholog	0.8604015241537611	0.8757649764538387	0.5709515859766278
7183	ortholog	0.2953581103592779	0.7372624798711755	0.7505827505827506
5876	ortholog	0.7737034907672522	0.8768401871071897	0.6120300751879699
2695	ortholog	-0.15367332370344466	0.9682255979868992	0.9425087108013938
2846	ortholog	0.07601422167602433	0.8387883860799363	0.8846153846153846
4630	ortholog	0.5713154006690233	0.7828630138116882	0.38314803978935047
7998	ortholog	0.9077929039357102	0.9971991545491671	0.987012987012987
4217	ortholog	-0.09470415166828965	0.8169219812160855	0.7957894736842105
8470	ortholog	0.8360252329366047	0.8162406487826078	0.6222222222222222
323	ortholog	0.8868271190314495	0.8966600307329978	0.7302904564315352
4670	ortholog	0.643112631542564	0.9081445291147504	0.7618069815195072
7500	ortholog	-0.12705251971914494	0.9876586862033864	0.94
7274	ortholog	0.860183907885893	0.7490002665955745	0.7028423772609819
7172	ortholog	0.47522444452516777	0.7464256093827708	0.802065404475043
5508	ortholog	0.8422730385356842	0.9109132213931238	0.7613636363636364
5103	ortholog	0.15543804943321907	0.7572984393874795	0.8313373253493014
8846	ortholog	0.8288573098097761	0.9172595446114306	0.6824324324324325
991	ortholog	0.3935584405483098	0.8405905594467772	0.8870568837592745
3234	ortholog	0.9628758640636217	0.8042204225290652	0.681437125748503
4842	ortholog	0.6812544453017095	0.5168519345451275	0.5739910313901345
8940	ortholog	-0.27269021115150793	0.9949963310694805	0.9333333333333333
2725	ortholog	0.7532439307582826	0.7798999545522773	0.5416666666666666
7545	ortholog	0.18974389459248997	0.8477778271025711	0.8891820580474934
5539	ortholog	0.7027401798331379	0.9245105918221743	0.9613034623217923
5309	ortholog	0.8192014539553368	0.8206185751539565	0.5251141552511416
5433	ortholog	-0.18413053693982195	0.12679028369160028	0.927038626609442
1518	ortholog	0.4473974898703004	0.9481892404325931	0.764525993883792
5007	ortholog	0.32775635476961756	0.5717133912384758	0.8489795918367347
367	ortholog	0.741219626401336	0.7208981708702333	0.8955223880597015
7276	ortholog	0.7049908284381341	0.8156423979699051	0.8811475409836066
8436	ortholog	0.10965818334990668	0.8667114250809635	0.695859872611465
8574	ortholog	0.8092165394162378	0.9481587847092564	0.8910411622276029
4146	ortholog	0.7792740975740071	0.9071771275180932	0.7986928104575164
4555	ortholog	0.6607968605971937	0.6545238499405873	0.8231046931407943
7168	ortholog	0.8285558845063252	0.9262959294686032	0.9191374663072777
4937	ortholog	0.8653555393267741	0.9318198994276489	0.65
796	ortholog	0.8960008205135558	0.7540745176137801	0.9692898272552783
3986	ortholog	0.9169560936343824	0.95707719073668	0.9550561797752809
5661	ortholog	0.6103933596151463	0.814330709024942	0.9333333333333333
6169	ortholog	0.6652205179998258	0.5697411490390432	0.9327731092436975
1781	ortholog	0.6251488609543651	0.6114689047577807	0.3940520446096654
3604	ortholog	0.4575846294075299	0.7858897374359258	0.9552238805970149
5186	ortholog	0.9753089781944859	0.8587519342513724	0.6138107416879796
6687	ortholog	-0.6667804801513013	0.026852919001252973	0.47217235188509876
8617	ortholog	0.6434042311253421	0.8947251210774663	0.7298701298701299
5898	ortholog	0.5992452450295753	0.8696735860552094	0.8104667609618105
8351	ortholog	0.8935467227794571	0.5491341530371365	0.5300230946882217
2615	ortholog	0.9869101159880906	0.6881604933993971	0.3517857142857143
5903	ortholog	-0.09317760414785385	0.8597875038957714	0.9054726368159204
1570	ortholog	0.823240656304744	0.8636763828373921	0.6982097186700768
8258	ortholog	0.28284365767666814	0.8218213321038281	0.8268581081081081
7312	ortholog	0.9174744907153831	0.8950406258934368	0.734982332155477
8790	ortholog	0.5235659817798749	0.7405182863562529	0.8175355450236966
8054	ortholog	0.8219232464663118	0.9165947368592029	0.5672131147540984
2325	ortholog	0.4157490126002522	0.7740452211350175	0.9382647385984427
5703	ortholog	0.6158109980525385	0.9188558658222048	0.9428969359331476
5199	ortholog	0.7453121791640029	0.8457916267728678	0.8669891172914147
8547	ortholog	-0.023266535460128097	0.6109708647882054	0.6847826086956522
7650	ortholog	0.9527480892635013	0.9162431423725629	0.9021134593993326
5071	ortholog	-0.11811793748670181	0.3762692874161736	0.4263565891472868
3555	ortholog	0.5350157801596246	0.7170037308077786	0.6120906801007556
5963	ortholog	0.5191522668398533	0.8277488023543034	0.8562367864693446
3194	ortholog	0.2083997912390251	0.7866159981788964	0.9121037463976945
5907	ortholog	0.590848169725014	0.8161680706752661	0.3041018387553041
1081	ortholog	0.5256287985012619	0.9808269773140579	0.978494623655914
7214	ortholog	-0.2472879917578084	0.03791429121521561	0.7025316455696202
4731	ortholog	0.3807691735638945	0.6261968619449959	0.597049949715052
7531	ortholog	0.26416491639806994	0.2850398195316455	0.8007889546351085
7019	ortholog	0.934216366527959	0.8266467460484855	0.8193548387096774
7739	ortholog	0.6187151799432808	0.7515555289397251	0.6095505617977528
7298	ortholog	0.8362123570015335	0.8300709447605412	0.4316109422492401
2427	ortholog	0.9427697129039121	0.7081680592218701	0.8268156424581006
4641	ortholog	0.6666243691473238	0.8780490426759511	0.7932432432432432
6984	ortholog	0.4445416323471631	0.7885374684118014	0.7299651567944251
797	ortholog	0.6964143821688056	0.9837711998773034	0.9591836734693877
4584	ortholog	0.42429932288106326	0.6908410708961359	0.9031966224366706
5998	ortholog	-0.3983908163068145	-0.11377525242067055	0.7381546134663342
9106	ortholog	-0.45819250210476714	-0.47967938182563286	0.30327868852459017
8089	ortholog	0.9043861722240347	0.9061606095493338	0.967741935483871
2581	ortholog	0.8428158135406647	0.9223714735720429	0.7989949748743719
5312	ortholog	0.5319960448548633	0.880636671833937	0.6687306501547987
5364	ortholog	0.3035452855684279	0.8674370866402383	0.8122270742358079
1896	ortholog	0.6298415919349603	0.8176190893627495	0.8860759493670886
132	ortholog	0.15737013042135622	0.9280287590669162	0.7418478260869565
4557	ortholog	0.7741981836594058	0.7930254588744852	0.6985111662531017
4419	ortholog	-0.15857243228511553	0.21577326559913312	0.6810126582278481
8158	ortholog	0.27685226147090136	0.665570918327901	0.7893569844789357
1747	ortholog	0.03590399576975603	0.3276900303394368	0.949290060851927
6721	ortholog	0.9014942994280805	0.8063826576664426	0.5085324232081911
3453	ortholog	0.6014759508551111	0.8135619060186774	0.46798029556650245
4514	ortholog	-0.5661125616088901	0.9699003595485678	0.975609756097561
3919	ortholog	0.7724199989037738	0.4940605309368866	0.7247706422018348
1630	ortholog	0.6092696898585835	0.861029699700999	0.9090909090909091
2887	ortholog	0.027392002398202026	0.7676108961963539	0.8776150627615062
4886	ortholog	0.09671597634583781	0.62424594297864	0.7625698324022346
4585	ortholog	0.8260862877399882	0.8642139152617536	0.5269292604501608
2645	ortholog	0.1438861459287942	0.6815051343315575	0.7702702702702703
4460	ortholog	0.8157486781130591	0.7267484314583555	0.684931506849315
3574	ortholog	0.6378657727024921	0.9750843043180261	0.7777777777777778
6681	ortholog	0.34247035465116843	0.6202247173574168	0.893719806763285
4192	ortholog	-0.042394144428830424	0.6517283837868713	0.9487603305785124
7776	ortholog	0.33698451011302827	0.8862865109561602	0.7982456140350878
1593	ortholog	0.8540434354793671	0.9682160377737441	1.0
7450	ortholog	0.6967156096136775	0.8567393023196263	0.7495183044315993
1244	ortholog	0.2415166761064522	0.31172528253057386	0.7418831168831169
1049	ortholog	0.22282574665351232	0.40352912730187906	0.4316069057104914
1314	ortholog	0.6438635371376142	0.6567660709147038	0.4892601431980907
2214	ortholog	0.4920723521897903	0.9845105254936218	0.8021978021978022
4189	ortholog	0.69861454836828	0.5816518973785946	0.612
6026	ortholog	0.9695211931578859	0.8158410178104717	0.3345323741007194
8202	ortholog	0.9185996351511209	0.8434310152801141	0.842026825633383
4342	ortholog	-0.2651281417160179	-0.2551381596669233	0.7075471698113207
8553	ortholog	0.14645880841945763	0.47520172888381507	0.8286852589641435
5591	ortholog	0.9922590630542424	0.6757601698405089	0.8482384823848238
4492	ortholog	0.04879421722489685	0.9053793589801434	0.9395711500974658
3620	ortholog	-0.23629424197155374	0.7734425658283414	0.8439597315436241
8760	ortholog	0.5911227127672606	0.8964641270217092	0.7774936061381074
3743	ortholog	0.7844773477648045	0.8850449646322609	0.859344894026975
3521	ortholog	0.2164833365649928	0.9514373987540454	0.7975206611570248
1711	ortholog	0.05899483716471595	0.7746798682609651	0.9562737642585551
5819	ortholog	0.9573394064780538	0.741277499213981	0.49506903353057197
1298	ortholog	0.58172409149494	0.9701322399644849	0.9790575916230366
6974	ortholog	0.783731208237926	0.7886670056957428	0.8166915052160953
5521	ortholog	0.5182133048460849	0.8574330424769869	0.7621951219512195
7002	ortholog	0.4779954151020541	0.18056273113238075	0.7965023847376789
2794	ortholog	0.867058533349669	0.7893765854795431	0.5775193798449613
8368	ortholog	0.7549503263485494	0.91287299470004	0.9529860228716646
3164	ortholog	0.260502113496524	0.6705526228358375	0.44836601307189544
392	ortholog	0.6720768436274275	0.7429686455229016	0.7454545454545455
7377	ortholog	0.9646129034768858	0.7359829573153834	0.631578947368421
4768	ortholog	-0.0897154933761492	0.9684995942298237	0.7060185185185185
6385	ortholog	0.8105571910042745	0.8329757504286041	0.888030888030888
3028	ortholog	0.8913476026565091	0.9411768776554617	0.6853303471444568
8826	ortholog	0.18545453717480162	0.2832245563042234	0.780690537084399
1040	ortholog	0.7699683431651332	0.8024731588186278	0.7867469879518072
6788	ortholog	0.22184176489552204	0.9910883948910001	0.9797421731123389
4140	ortholog	0.06803212080857501	0.5944579845217186	0.8545081967213115
46	ortholog	0.7786513100931292	0.7477216026585648	0.4068627450980392
1604	ortholog	0.006579635221495864	0.6422815382621155	0.9276218611521418
1331	ortholog	0.8163329488635805	0.7828192221391574	0.7886178861788617
7106	ortholog	0.8360648956765256	0.8723931783417919	0.7045454545454546
5307	ortholog	0.9660641282208989	0.993989637255669	0.9512195121951219
2115	ortholog	0.022309246275879643	0.04480029307701949	0.765625
6253	ortholog	0.2489101898542212	0.6840494836910838	0.8532974427994616
3970	ortholog	-0.3463196347156935	0.40046281533941985	0.6987012987012987
8586	ortholog	0.9382867944558456	0.9702553405913975	0.9233644859813084
6108	ortholog	-0.33034902948351497	0.6890668893690687	0.7272727272727273
1755	ortholog	0.43859095179308205	0.599698326344025	0.8172484599589322
1572	ortholog	0.8658095135441646	0.8695508477884182	0.6749435665914221
635	ortholog	0.8164104897704841	0.8116450715520114	0.5045207956600362
8591	ortholog	0.21864852629993162	0.5742142246703764	0.7990867579908676
5888	ortholog	0.8976675585067303	0.6175405936498086	0.522077922077922
7999	ortholog	0.21003470641920785	0.988223818086358	0.9873150105708245
3359	ortholog	0.48693842121037967	0.6662988174983995	0.46617915904936014
6902	ortholog	-0.39766350266825096	0.3531307550644567	0.8575560375994216
4553	ortholog	0.6316530136967319	0.8973482148440857	0.7714884696016772
3322	ortholog	-0.4633986316955342	0.8811980242453766	0.7724867724867724
7665	ortholog	0.20003941700089561	0.507461809827463	0.554006968641115
1935	ortholog	0.8111467111828351	0.6825153935695499	0.8695652173913043
967	ortholog	0.03258382690352022	0.5200701367957339	0.5918153200419727
5273	ortholog	-0.870453712257308	0.6383093415628323	0.5852534562211982
8184	ortholog	0.9738297787356757	0.6625179008147358	0.23809523809523808
2445	ortholog	0.41574563749228427	0.8608212471077661	0.8515901060070671
197	ortholog	0.8278248578514279	0.9527236131130246	0.9074074074074074
235	ortholog	0.6398947329874998	0.6976364702941342	0.7799043062200957
1191	ortholog	-0.282119996719106	0.21626726442498145	0.5023041474654378
7181	ortholog	-0.03583078290626822	0.8304824924686411	0.7275
7753	ortholog	0.6971986550897555	0.9139577390505308	0.9316770186335404
3417	ortholog	0.434053029122745	0.7072245843704725	0.6711711711711712
5565	ortholog	-0.17482931351903738	0.9056500840278118	0.9109947643979057
3849	ortholog	-0.3714776327071707	0.6998159229504024	0.7128712871287128
189	ortholog	0.32693144532065066	0.8912611421420025	0.9944444444444445
8957	ortholog	0.21447250844406499	0.9612481192476848	0.958904109589041
8554	ortholog	0.8667238905417972	0.9018262604327808	0.7249417249417249
7114	ortholog	0.5431271416172688	0.6650987339384619	0.8697829716193656
2407	ortholog	0.9783626800882639	0.9675176779064837	0.9857142857142858
4626	ortholog	0.8819442659290513	0.2686614268807086	0.884272997032641
5368	ortholog	0.8723219662988998	0.6264454026112057	0.8036363636363636
6945	ortholog	0.09661321713107587	0.7302458617717978	0.8037735849056604
7061	ortholog	0.35387760056316003	0.9090635030377646	0.9110512129380054
1456	ortholog	0.8326994685719428	0.883740677573251	0.8636363636363636
1958	ortholog	0.8463344897740681	0.7768932105384273	0.9367521367521368
8751	ortholog	0.4412470643666619	0.5219135568637489	0.8101761252446184
3389	ortholog	0.6408399888458394	0.8914861159456231	0.8091762252346194
5297	ortholog	0.7966711889771868	0.29290546648440485	0.916030534351145
7868	ortholog	0.12011387197022988	0.7600509150199707	0.8370044052863436
7267	ortholog	-0.08181926050986225	0.36581675630143207	0.9919517102615694
7395	ortholog	0.2544012296120858	0.6980812455281392	0.8773584905660378
2881	ortholog	0.27004813709416564	0.7003305783499196	0.7435483870967742
6600	ortholog	-0.25032580785626884	0.4233697266201428	0.5740300870942201
4766	ortholog	0.6905485137286629	0.6061422167919154	0.8778467908902692
7680	ortholog	0.5874630018895702	0.8850500382217564	0.9271523178807947
3474	ortholog	0.6073517848241433	0.8138451858704036	0.6089828269484808
5602	ortholog	0.9738299431340939	0.8381485748424111	0.8018867924528302
4376	ortholog	0.664830544565398	0.6601934755119107	0.8193548387096774
8428	ortholog	0.891914820529418	0.872782549953792	0.5028462998102466
5264	ortholog	0.301649075843451	0.9901588032789322	0.8591549295774648
4962	ortholog	0.23845183704443335	0.9133733369027487	0.8469945355191257
2124	ortholog	-0.11428907084067152	0.5074101247939279	0.6722972972972973
7319	ortholog	0.7570758061719882	0.8852351132052568	0.6510416666666666
6125	ortholog	0.6403075404822653	0.63319634017318	0.8481228668941979
865	ortholog	0.3861823046144201	0.8925648228441052	0.44984802431610943
7081	ortholog	-0.17735281667394082	-0.013829993444365307	0.8160469667318982
2186	ortholog	0.8849472860035756	0.8770431904149596	0.6074380165289256
7552	ortholog	0.8915007127307112	0.733132943620398	0.7724137931034483
466	ortholog	0.14564283660650212	0.879306496203002	0.8930817610062893
7774	ortholog	-0.02958708806065296	0.8001595661424099	0.8257575757575758
445	ortholog	0.9099043931236441	0.9361244922533295	0.8294573643410853
5851	ortholog	0.8699140961320669	0.8601155094692292	0.5947712418300654
8227	ortholog	0.29957821362957177	0.8685126069992584	0.7969052224371374
3182	ortholog	0.5307698414588458	0.6442495506999621	0.6710526315789473
3265	ortholog	0.5168035520450331	0.5329822069292165	0.8431734317343174
3551	ortholog	0.950743363155091	0.939540947469353	0.7393617021276596
6256	ortholog	0.9202718494272512	0.9596498752305987	0.44505494505494503
3862	ortholog	-0.2991324582528434	0.7075793645942108	0.8345454545454546
1866	ortholog	0.9145616302664524	0.6705662015630665	0.5829457364341085
859	ortholog	-0.1097177482929281	0.8919621559579319	0.7248803827751196
3116	ortholog	0.14804831487634587	0.6370015038624881	0.9231578947368421
82	ortholog	0.7438625135213699	0.7364476626114504	0.6077586206896551
3014	ortholog	0.8973961372074698	0.49300614006318577	0.39029535864978904
5090	ortholog	-0.25039413217915363	0.06412248054431946	0.9305912596401028
7073	ortholog	0.7487347708874901	0.7673602180520396	0.8649468892261002
472	ortholog	-0.04315414106386552	0.24348044564460392	0.9368231046931408
6905	ortholog	-0.20622450981483814	0.6606783965559331	0.7982608695652174
6437	ortholog	0.99190399036025	0.8070606797712183	0.38264738598442716
3202	ortholog	0.9456385245474918	0.5895660686864188	0.5384615384615384
7735	ortholog	0.8380780680891715	0.5978584651468706	0.7244444444444444
5807	ortholog	0.8709566950228237	0.5638412533296454	0.484304932735426
7407	ortholog	-0.05706244611529589	0.771290973048839	0.9582909460834181
5121	ortholog	0.1738804319921414	0.8364569568278755	0.8344303797468354
4230	ortholog	0.9266922448303071	0.6148008255813272	0.5233050847457628
3947	ortholog	0.7102035994669995	0.7643631962815123	0.7872340425531915
6430	ortholog	0.6755359734061037	0.798288689395737	0.6538461538461539
6062	ortholog	0.8876653968121038	0.895446471672547	0.8634686346863468
152	ortholog	0.5304411923722915	0.8136307307361941	0.867862969004894
3832	ortholog	-0.3999606498575346	0.9117792850456359	0.890295358649789
380	ortholog	-0.13589116589369596	0.8887166469497677	0.8409893992932862
333	ortholog	-0.2602504906446553	0.7098847487363411	0.918859649122807
6216	ortholog	0.7982611941845245	0.9516921283951827	0.723823975720789
5875	ortholog	0.666705206890514	0.7844494030157585	0.7717717717717718
3707	ortholog	0.8809072209176723	0.4694932438280718	0.8258426966292135
4564	ortholog	0.865726278812589	0.8258881326352008	0.6666666666666666
4741	ortholog	0.8051232760658981	0.7389109783128722	0.6102719033232629
8191	ortholog	-0.1347193153736633	0.49848553896526115	0.969309462915601
719	ortholog	0.9248520786665979	0.8746493580456857	0.48864864864864865
8982	ortholog	0.5829926573317371	0.7936720092058769	0.7142857142857143
5360	ortholog	0.8986837879092062	0.8787840695914191	0.6875
2723	ortholog	0.37658563173026516	0.6275694022271199	0.5723684210526315
1642	ortholog	0.25713107733704454	0.7053350673602443	0.6878612716763006
5052	ortholog	-0.5413308124001645	0.6616194988329342	0.8773946360153256
912	ortholog	0.9112901269335516	0.8393325208604099	0.8329355608591885
8126	ortholog	0.19981808635702758	0.8786243622906714	0.9518828451882845
8206	ortholog	0.8630502751020511	0.8421977908612538	0.5875370919881305
2850	ortholog	0.8634966098413014	0.8895016633872557	0.859375
4931	ortholog	0.45482365099088445	0.9264661771188301	0.8908341915550978
1938	ortholog	0.48583347808422583	0.6159498521423359	0.8113207547169812
1002	ortholog	0.455349464857638	0.5349860026765937	0.9444444444444444
3107	ortholog	0.5057078029524731	0.8356094969106707	0.8981481481481481
970	ortholog	0.9357446960597571	0.8949105017082257	0.8813559322033898
960	ortholog	0.6659134019058499	0.8899788812049009	0.849478390461997
4971	ortholog	0.36543324654636644	0.9578234318569724	0.8421052631578947
5243	ortholog	0.4397555730473522	0.6891291256641525	0.7504761904761905
4582	ortholog	0.6932545556054391	0.8243796877826859	0.7452107279693486
7809	ortholog	-0.08559259731532175	0.9312652123114653	1.0
2627	ortholog	0.6712206809463868	0.9160669997036484	0.5868055555555556
2391	ortholog	0.6451897128421459	0.970291667998677	0.7804878048780488
