	type	p_corr	r_sim	seq_iden
3989	ortholog	0.7871915596363213	0.9560440906092722	0.5992023928215354
1335	ortholog	0.9608766938762202	0.8839854862077914	0.8301886792452831
1393	ortholog	0.5984472427845323	0.6509153571788859	0.7145522388059702
6567	ortholog	0.6563849226495069	0.8484856438824235	0.8681177976952625
3439	ortholog	0.9567984703165129	0.905227213294199	0.952638700947226
1307	ortholog	0.9701178055891406	0.9064305772016352	0.541095890410959
1504	ortholog	0.21864156921185326	0.9167782540056785	0.7120535714285714
3808	ortholog	0.9796857702470894	0.7667215689642086	0.9950738916256158
2681	ortholog	0.7757254987979854	0.9394472224962593	0.9473684210526315
1855	ortholog	0.5169122961177752	0.806545925670721	0.7404580152671756
2479	ortholog	0.3883393447878469	0.8576305580951025	0.9733727810650887
8266	ortholog	0.5484136673681018	0.37327703433022874	0.6792452830188679
4606	ortholog	-0.06432700054172825	0.7469072936435492	0.8502673796791443
7935	ortholog	0.9524634224784375	0.3278151799004597	0.9166666666666666
5666	ortholog	-0.24365395488830088	-0.42155827346141117	0.8736842105263158
2709	ortholog	0.815928264831839	0.75997920568063	0.8141321044546851
5223	ortholog	0.7159992707555116	0.7936325404865763	0.7474747474747475
7447	ortholog	0.16199598116368075	0.36972677337036153	0.6058394160583942
8348	ortholog	0.6525720861014226	0.41514136782519095	0.6510574018126888
5917	ortholog	0.8576951521076794	0.9350627113142127	0.8082191780821918
1508	ortholog	0.850431640609435	0.7351905200094071	0.8185185185185185
876	ortholog	-0.3275809136612777	0.46835256148933635	0.8457415128052412
5646	ortholog	0.7679790121047472	0.8747097580580105	0.4709212557900154
8929	ortholog	0.6151688469494633	0.6190472910669543	0.7216494845360825
3538	ortholog	0.618282426535233	0.6188703723235947	0.4491620111731844
5681	ortholog	0.16343518882149788	0.26498158448168696	0.665903890160183
1327	ortholog	0.07127975562011465	0.7420797599908104	0.7981651376146789
1286	ortholog	0.6563036242578217	0.8766046444858092	0.7874396135265701
5739	ortholog	-0.02740236753177519	0.9103736925846482	0.5454545454545454
2128	ortholog	-0.12026455337404518	0.9327266130190777	0.8757575757575757
690	ortholog	0.9722107042556788	0.620506857861312	0.8407079646017699
8107	ortholog	0.7407844636283867	0.6551363781713283	0.570873786407767
5283	ortholog	0.7370828536162044	0.5940676473883884	0.7465437788018433
1349	ortholog	0.8528849311862766	0.841635032423338	0.9876543209876543
8028	ortholog	0.863462192934763	0.7529306765006664	0.9478260869565217
1009	ortholog	0.9084691074061677	0.9180493472518418	0.5454545454545454
594	ortholog	0.5452132152433223	0.9936261667368138	0.8522727272727273
2094	ortholog	0.7404885133325606	0.7838502173129399	0.6405135520684736
4387	ortholog	0.6812948773759226	0.6674866941401986	0.7731958762886598
4266	ortholog	0.3767654081379305	0.7990873216451418	0.8218390804597702
4343	ortholog	0.8432659404154491	0.3189987582510947	0.39325842696629215
6113	ortholog	0.723525636871164	0.9436542964869425	0.9515738498789347
634	ortholog	0.5530802504940424	0.8973166127225962	0.1947565543071161
1713	ortholog	0.4084317890155853	0.9696168432899726	0.8461538461538461
4948	ortholog	0.25132974829460614	0.6705965569060086	0.7653920933246922
2102	ortholog	0.39997774001724135	0.6561794457531617	0.8443579766536965
2980	ortholog	0.8595399914918171	0.8411274026503615	0.7782608695652173
5318	ortholog	0.8283899620605568	0.9256236512177577	0.85
8063	ortholog	0.9901321682309621	0.9368371056236812	0.7862903225806451
6602	ortholog	0.783637929870881	0.6643659574212183	0.7215189873417721
7560	ortholog	0.8327470824075109	0.7442789860497966	0.2503937007874016
7767	ortholog	0.45480702321545274	0.8818440946411921	0.7960322380657161
5678	ortholog	0.2868151524717749	0.836615961425467	0.8506224066390041
1172	ortholog	0.664219383830307	0.9212054436612641	0.7833698030634574
3246	ortholog	0.11986137065246713	0.9488514866542338	0.896551724137931
26	ortholog	0.09763571268993317	0.7134788283351471	0.9479166666666666
2663	ortholog	-0.08273411903105014	0.43211077883865323	0.9005602240896359
7124	ortholog	0.7543739535835872	0.7678004759166578	0.8552278820375335
5748	ortholog	0.7251720862839441	0.9693348138399435	0.3161397670549085
1929	ortholog	0.689006778509304	0.782455299751726	0.8138639281129654
8843	ortholog	0.15524257506852268	0.8359954800742637	0.6677577741407529
188	ortholog	0.2980413918841219	0.7236466103797754	0.8746594005449592
2946	ortholog	0.6947200107655396	0.8234486060658033	0.7517006802721088
4566	ortholog	0.1834689148940093	0.9512716949309652	0.9554455445544554
6404	ortholog	0.6204991669954527	0.6875003719777442	0.6025531914893617
8448	ortholog	0.6701450495421005	-0.14447555631395037	0.3930635838150289
6095	ortholog	0.7532321884718337	0.8072701362291272	0.7054455445544554
8171	ortholog	0.4552435178425763	0.9925025475923575	0.9517241379310345
8528	ortholog	0.7976552829334227	0.7479744797567229	0.9567496723460026
7408	ortholog	0.4525686772630257	0.8698975735158418	0.919761273209549
853	ortholog	0.8940023277408254	0.545112170493292	0.8707482993197279
5733	ortholog	0.809602230890464	0.5047379119037946	0.5325842696629214
7180	ortholog	0.01682821154662523	0.49173020166572945	0.8769230769230769
7884	ortholog	-0.07158972921868945	0.7603210817281602	0.8149405772495756
1956	ortholog	0.6242481727349976	0.910090032729352	0.8936651583710408
426	ortholog	-0.5678431914535871	0.6977468264247176	0.8381877022653722
4335	ortholog	0.03372881476338918	0.2673828887656269	0.7477477477477478
3383	ortholog	0.7322299536029354	0.9241289953802038	0.9021447721179625
2788	ortholog	0.6327423050421519	0.7365002188811813	0.9798657718120806
6191	ortholog	-0.22752955983888226	0.35867978324596583	0.45741324921135645
2777	ortholog	0.24732286555349342	0.7903646140730539	0.6743002544529262
4017	ortholog	0.5508960879247087	0.4547672905684632	0.3956262425447316
4225	ortholog	0.9226887894390633	0.7705056800450867	0.8527918781725888
2690	ortholog	-0.6049199481852529	0.7454921062007135	0.678743961352657
1955	ortholog	0.7706847819468791	0.5755632367397028	0.9121212121212121
2910	ortholog	0.8279567019741566	0.8660677180056013	0.9379760609357998
897	ortholog	0.9041379469162393	0.8943610361272233	0.7538877620013522
789	ortholog	0.1593169333841166	0.5276017271189751	0.9020979020979021
3852	ortholog	0.8901401521189227	0.8124697962717329	0.6555555555555556
8976	ortholog	0.5312694011365753	0.6909086083784919	0.7595628415300546
5127	ortholog	-0.08554237427143585	0.5696620227458643	0.9410852713178295
4363	ortholog	0.887333106451386	0.8419976115726602	0.7303703703703703
5675	ortholog	0.32574982696193094	0.6535309973045822	0.680089485458613
583	ortholog	-0.2619451461052746	0.7868706693559703	0.850091407678245
771	ortholog	-0.15558776145169811	0.10213293083860941	0.8927272727272727
4775	ortholog	0.5629347605162894	0.7337137337137337	0.896774193548387
3937	ortholog	0.6874310137004921	0.8113430205149099	0.8055944055944056
4053	ortholog	0.43685359319687234	0.966004678753693	0.8355795148247979
4014	ortholog	0.053228049734805445	0.1761618407052743	0.9512195121951219
3801	ortholog	0.9228478932367151	0.7562782141993438	0.7682333873581848
6131	ortholog	0.16122676866250144	0.43256150603555876	0.8829787234042553
1372	ortholog	0.9673858118931123	0.9326690230587871	0.8877887788778878
1403	ortholog	0.192218986844073	0.5123902419765471	0.7598425196850394
3037	ortholog	0.5252704764279094	0.7705203538229951	0.8875
6480	ortholog	0.012486784972223166	0.7424999087487034	0.8485254691689008
5323	ortholog	-0.34043095233205556	-0.008122325156638022	0.811965811965812
5623	ortholog	0.24098908257595722	0.7190530700042681	0.9794238683127572
3398	ortholog	-0.1618641097426084	0.6969303193586109	0.788135593220339
3100	ortholog	0.6270399437377749	0.5434023021651886	0.6486928104575164
250	ortholog	0.9329530749721703	0.9873387065590961	0.971764705882353
407	ortholog	-0.14190649627478158	-0.03812046787188228	0.7891231964483907
6225	ortholog	-0.021037772703616814	0.8153655399327466	0.8032036613272311
1837	ortholog	0.6320533621993355	0.8252786024298303	0.5121107266435986
4915	ortholog	0.8332118936076361	0.8924780915818828	0.6176154672395274
2470	ortholog	0.7515597295438443	0.8520867614646616	0.7956989247311828
6339	ortholog	-0.5873898847921644	0.8357194663213245	0.75
1507	ortholog	-0.4185290347403073	0.4160844369784198	0.8754098360655738
7596	ortholog	0.6331141915055487	0.8832327424766611	0.6546762589928058
6524	ortholog	0.8994862570117961	0.8798677801926473	0.9311885612153709
1588	ortholog	0.4872619243309561	0.43709681704660186	0.9705882352941176
7553	ortholog	0.6994097742845535	0.7726737132127985	0.6770334928229665
4668	ortholog	0.3525475529693783	0.6460081518267149	0.5862068965517241
7400	ortholog	-0.04338689169969524	0.8508013379936281	0.7289855072463768
3040	ortholog	0.8952370249447236	0.4428148761836761	0.5792349726775956
4977	ortholog	0.05997009700128196	0.9065602601531361	0.9244823386114495
2323	ortholog	0.7314054693291041	0.7854886758686088	0.9486301369863014
294	ortholog	0.9901037074207901	0.6906152461984472	0.7875
1091	ortholog	0.9400590778597674	0.7507285048776401	0.6769192913385826
4929	ortholog	0.44946546722770175	0.43140529279390905	0.8679245283018868
7843	ortholog	0.6074632637349279	0.7207677883891321	0.3593220338983051
7074	ortholog	0.28176367422929316	0.3682310911127826	0.845360824742268
5955	ortholog	0.6770648387875418	0.8006951143383019	0.8611570247933884
3337	ortholog	-0.13853237557357692	0.7567272792290225	0.6884057971014492
8102	ortholog	0.5571077871292831	0.9373321791580314	0.8093645484949833
4402	ortholog	0.06271680695133519	0.6423980018600441	0.7931034482758621
1985	ortholog	0.542096026530483	0.6621747985870998	0.7391304347826086
1444	ortholog	0.8261268389282529	0.9121234582616318	0.8521303258145363
4682	ortholog	0.7587795797077059	0.5822334444797659	0.2849740932642487
8884	ortholog	0.7960740780530408	0.8158624089533004	0.5251256281407035
6321	ortholog	0.8415192929449332	0.9307248816922193	0.8463855421686747
5490	ortholog	0.9996831694937957	0.7198501464092847	0.8041172800998129
3583	ortholog	0.7470287602462087	0.8153747762742523	0.8230088495575221
17	ortholog	0.8671093509992774	0.8683814420032909	0.8990825688073395
1703	ortholog	0.9442946301197546	0.8925244109587717	0.8770053475935828
402	ortholog	0.7106302298046018	0.5845483525794052	0.6238670694864048
2386	ortholog	0.17581053619960577	0.5935526092657057	0.8903803131991052
6213	ortholog	0.5068513561507055	0.8507687758722648	0.7306590257879656
7846	ortholog	0.9924631168552792	0.9342944133381852	0.6932989690721649
5412	ortholog	0.9870911974300708	0.753898882871525	0.5586206896551724
553	ortholog	0.9801347558166466	0.9209088278607895	0.7961538461538461
1404	ortholog	0.4095219480264758	0.8290124557872572	0.8990147783251231
6270	ortholog	0.27859180152001495	0.6654855696939599	0.8325581395348837
8296	ortholog	0.21464198145623456	0.14836647692983607	0.6373626373626373
4976	ortholog	0.39358965728537576	0.8878087150281799	0.8968253968253969
5773	ortholog	0.7412757310347857	0.6824415547227984	0.8303571428571429
637	ortholog	0.8974238970238883	0.8763877372075706	0.918967052537845
3345	ortholog	0.7114114905241224	0.6962211121721134	0.9767441860465116
7527	ortholog	0.8374894550006701	0.8953751207064904	0.5924528301886792
7885	ortholog	0.29483427704998577	0.9372723929554062	0.8128342245989305
7406	ortholog	0.957479712864833	0.8509036459663546	0.5836431226765799
8045	ortholog	0.17215404213922417	0.8810226995773318	0.8958333333333334
462	ortholog	0.3475618830765806	0.907382303740814	0.9585253456221198
934	ortholog	0.9337326598663148	0.8618207926794599	0.9228650137741047
216	ortholog	0.27926289272446125	0.9421679116413191	0.8888888888888888
7062	ortholog	-0.28796355115100464	0.7587153520845096	0.8081081081081081
8910	ortholog	0.7992295329779511	0.6593260560037968	0.29770992366412213
7170	ortholog	0.775365973091927	0.5823417773158281	0.5948905109489051
1523	ortholog	0.6431555276626467	0.5971364701095254	0.782608695652174
6442	ortholog	-0.05624814591326378	0.6394767753011252	0.8267716535433071
1808	ortholog	0.634815119841075	0.29465057649799875	0.8445229681978799
4047	ortholog	0.7126346122284325	0.6883421712500515	0.581081081081081
2219	ortholog	0.6710295249746302	0.829669589062862	0.8477653631284916
7096	ortholog	0.5270803092443738	0.8135899449321911	0.8722466960352423
4340	ortholog	-0.3468209201391003	0.8798229283865087	0.7142857142857143
863	ortholog	0.1575809671323464	0.12686322460437105	0.8402255639097744
3710	ortholog	0.8908992573085157	0.9107616655211928	0.7183406113537117
7428	ortholog	0.524713960063739	0.924709915758366	0.919047619047619
4754	ortholog	0.8304999061765472	0.6847153977832303	0.7031835205992509
6153	ortholog	0.31332618584189786	0.8077240687395931	0.9596412556053812
6705	ortholog	0.6250025691881533	0.8379478703006736	0.5855457227138643
3338	ortholog	0.808454779845237	0.7906843230461937	0.6118251928020566
3847	ortholog	0.8989987623139228	0.7271581776425011	0.8285714285714286
7477	ortholog	0.4055632907095914	0.8150471669951777	0.7234782608695652
4986	ortholog	0.3835201273750281	0.5844455352563511	0.9851301115241635
309	ortholog	0.9930541758413121	0.47145696720488595	0.6933333333333334
6959	ortholog	0.9320012066922354	0.9567327108461214	0.7865168539325843
7820	ortholog	0.11232228197217306	0.6955186953602921	0.8582375478927203
7190	ortholog	-0.01744605974729622	0.26937234938619947	0.627906976744186
4621	ortholog	0.44006372621891227	0.8771776700321238	0.8841463414634146
7890	ortholog	-0.6344590380113304	0.6902888391133424	0.8782383419689119
1569	ortholog	0.9428766508379328	0.9642256946782455	0.9317073170731708
8181	ortholog	0.6807325941771022	0.9124755439423354	0.8365180467091295
3034	ortholog	0.4245545768912624	0.6706100843254028	0.8464912280701754
7726	ortholog	0.9502768282651782	0.5707186741529935	0.8313492063492064
4903	ortholog	0.48388347628341377	0.7941376795088866	0.8854314002828855
7090	ortholog	0.7315041922868696	0.9428045745470062	0.8958333333333334
2338	ortholog	-0.14805156605025643	0.7443425426545911	1.0
3819	ortholog	0.3936115308213022	0.8848312089726551	0.8586065573770492
7881	ortholog	0.29104443445705386	0.8211354016279142	0.7380382775119617
8794	ortholog	0.553995546864679	0.8280226295250275	0.8862433862433863
6870	ortholog	0.8180148390397626	0.8582634449305838	0.8909952606635071
8311	ortholog	0.9667190695226573	0.6898650595145182	0.8910034602076125
1171	ortholog	0.9676525746261325	0.7675395114187289	0.5657894736842105
308	ortholog	0.8987392266630029	0.24851448890148964	0.7330210772833724
6564	ortholog	-0.31132253005691457	0.5136168014277929	0.8359550561797753
8538	ortholog	0.9762271162532438	0.8191431926580666	0.9294117647058824
400	ortholog	0.9535372347515609	0.873838211866381	0.7558823529411764
3088	ortholog	0.911544053409723	0.8192416171900476	0.4897435897435897
3951	ortholog	0.3374675949044999	0.48420502865594384	0.9296703296703297
7247	ortholog	0.6455407780746489	0.3095459731826292	0.7219251336898396
7849	ortholog	0.6542705427103469	0.756581427957627	0.773469387755102
2384	ortholog	-0.044702783436142354	0.7875881492509766	0.9825581395348837
2598	ortholog	0.8769754419230193	0.9255913010972783	0.8955954323001631
4595	ortholog	0.7872172462693579	0.43556225672300153	0.8415032679738562
5276	ortholog	0.8225472027658903	0.8995845813631826	0.5925266903914591
3503	ortholog	-0.14625433913006206	0.1307653988268277	0.516245487364621
4650	ortholog	0.4655122743632449	0.9743354732639739	0.9272151898734177
2701	ortholog	0.8623513427604679	0.5341230010390933	0.8389423076923077
8823	ortholog	0.227137904792369	0.49212816014524485	0.5308641975308642
615	ortholog	0.16471957457539949	0.2925120484740329	0.7197231833910035
5043	ortholog	0.8534185366781016	0.9056024144092429	0.9077868852459017
6172	ortholog	0.6432482344857393	0.5735865891210228	0.706766917293233
1818	ortholog	0.7462943697412647	0.7691801562801062	0.6945107398568019
7875	ortholog	0.8815566896613714	0.7202578626884326	0.6268656716417911
6394	ortholog	0.9060388386369758	0.7490640096618357	0.926530612244898
3026	ortholog	0.9138881517279653	0.8865353873280459	0.5947712418300654
2641	ortholog	0.7400445085286843	0.8741447060220262	0.6620278330019881
2341	ortholog	0.34199664114021916	0.3120105794891346	0.9705882352941176
1256	ortholog	0.8462795182850915	0.658132685916507	0.6691042047531993
6025	ortholog	0.9596297464106325	0.9383982642375748	0.7819314641744548
5116	ortholog	0.8288371293907861	0.7653092856169065	0.6177474402730375
2251	ortholog	0.49189812383846143	0.49041001721789634	0.6494845360824743
3436	ortholog	0.7006437048965629	0.8963004210391593	0.8841463414634146
944	ortholog	-0.5019682159194724	0.8566294688488317	0.8630653266331658
1201	ortholog	0.713398794152463	0.7368434118527829	0.7515527950310559
