	node	path	count_node	joint_count	joint_count_child	cond_prob	count_ancestor	rel_freq
99	GO:0000832	GO:0000828,GO:0000832,GO:0003674,GO:0003824,GO:0016301,GO:0016740,GO:0016772,GO:0016776	2	13.0	2.0	0.15384615384615385	77124	2.5932264924018465e-05
100	GO:0000900	GO:0000900,GO:0003674,GO:0003676,GO:0005488,GO:0030371,GO:0045182,GO:0090079,GO:0097159,GO:1901363	51	51.0	51.0	1.0	77124	0.0006612727555624708
101	GO:0000906	GO:0000906,GO:0003674,GO:0003824,GO:0016740,GO:0016765	4	553.0	4.0	0.007233273056057866	77124	5.186452984803693e-05
102	GO:0000907	GO:0000907,GO:0003674,GO:0003824,GO:0016491,GO:0016705,GO:0016706,GO:0051213	2	167.0	2.0	0.011976047904191616	77124	2.5932264924018465e-05
103	GO:0000908	GO:0000908,GO:0003674,GO:0003824,GO:0016491,GO:0016705,GO:0016706,GO:0051213	2	167.0	2.0	0.011976047904191616	77124	2.5932264924018465e-05
104	GO:0000976	GO:0000976,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0043565,GO:0097159,GO:1901363,GO:1990837	2902	2902.0	2902.0	1.0	77124	0.037627716404750794
105	GO:0000977	GO:0000976,GO:0000977,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0043565,GO:0097159,GO:1901363,GO:1990837	1319	2902.0	1319.0	0.4545141281874569	77124	0.01710232871739018
106	GO:0000978	GO:0000976,GO:0000977,GO:0000978,GO:0000987,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0043565,GO:0097159,GO:1901363,GO:1990837	922	932.0	922.0	0.9892703862660944	77124	0.011954774129972512
107	GO:0000979	GO:0000976,GO:0000977,GO:0000979,GO:0001046,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0043565,GO:0097159,GO:1901363,GO:1990837	44	57.0	44.0	0.7719298245614035	77124	0.0005705098283284062
108	GO:0000981	GO:0000981,GO:0003674,GO:0003700,GO:0098772,GO:0140110	1524	0.0	0.0		77124	0.01976038587210207
109	GO:0000984	GO:0000976,GO:0000984,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0043565,GO:0097159,GO:1901363,GO:1990837	43	2902.0	43.0	0.014817367332873881	77124	0.0005575436958663969
110	GO:0000985	GO:0000976,GO:0000984,GO:0000985,GO:0001046,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0043565,GO:0097159,GO:1901363,GO:1990837	5	5.0	5.0	1.0	77124	6.483066231004616e-05
111	GO:0000986	GO:0000976,GO:0000984,GO:0000986,GO:0000987,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0043565,GO:0097159,GO:1901363,GO:1990837	32	32.0	32.0	1.0	77124	0.00041491623878429543
112	GO:0000987	GO:0000976,GO:0000987,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0043565,GO:0097159,GO:1901363,GO:1990837	1122	2902.0	1122.0	0.38662991040661615	77124	0.014548000622374359
113	GO:0000992	GO:0000976,GO:0000987,GO:0000992,GO:0001016,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0043565,GO:0097159,GO:1901363,GO:1990837	21	21.0	21.0	1.0	77124	0.0002722887817021939
114	GO:0000993	GO:0000993,GO:0001098,GO:0001099,GO:0003674,GO:0005488,GO:0005515,GO:0019899,GO:0043175,GO:0070063	80	80.0	80.0	1.0	77124	0.0010372905969607386
115	GO:0000994	GO:0000994,GO:0003674,GO:0005488,GO:0005515,GO:0019899,GO:0043175,GO:0070063	2	96.0	2.0	0.02083333333333333	77124	2.5932264924018465e-05
116	GO:0000995	GO:0000995,GO:0003674,GO:0098772,GO:0140110,GO:0140223	18	0.0	0.0		77124	0.00023339038431616617
117	GO:0001000	GO:0001000,GO:0003674,GO:0005488,GO:0005515,GO:0019899,GO:0043175,GO:0070063	7	96.0	7.0	0.07291666666666667	77124	9.076292723406462e-05
118	GO:0001002	GO:0000182,GO:0000976,GO:0000987,GO:0000992,GO:0001002,GO:0001016,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0043565,GO:0080084,GO:0097159,GO:1901363,GO:1990837	10	10.0	10.0	1.0	77124	0.00012966132462009233
119	GO:0001003	GO:0000976,GO:0000987,GO:0000992,GO:0001003,GO:0001016,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0043565,GO:0097159,GO:1901363,GO:1990837	11	21.0	11.0	0.5238095238095238	77124	0.00014262745708210154
120	GO:0001006	GO:0000976,GO:0000987,GO:0000992,GO:0001006,GO:0001016,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0043565,GO:0097159,GO:1901363,GO:1990837	12	21.0	12.0	0.5714285714285714	77124	0.00015559358954411078
121	GO:0001010	GO:0001010,GO:0003674,GO:0005488,GO:0005515,GO:0008134,GO:0061629,GO:0140297	5	450.0	5.0	0.011111111111111113	77124	6.483066231004616e-05
122	GO:0001016	GO:0000976,GO:0001016,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0043565,GO:0097159,GO:1901363,GO:1990837	23	2902.0	23.0	0.007925568573397657	77124	0.0002982210466262123
123	GO:0001018	GO:0000976,GO:0001018,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0043565,GO:0097159,GO:1901363,GO:1990837	5	2902.0	5.0	0.001722949689869056	77124	6.483066231004616e-05
124	GO:0001025	GO:0001025,GO:0003674,GO:0005488,GO:0005515,GO:0008134,GO:0140296	5	100.0	5.0	0.05	77124	6.483066231004616e-05
125	GO:0001042	GO:0001042,GO:0003674,GO:0005488,GO:0005515,GO:0019899,GO:0043175,GO:0070063	5	96.0	5.0	0.052083333333333336	77124	6.483066231004616e-05
126	GO:0001046	GO:0000976,GO:0001046,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0043565,GO:0097159,GO:1901363,GO:1990837	151	2902.0	151.0	0.052033080634045485	77124	0.001957886001763394
127	GO:0001054	GO:0001054,GO:0003674,GO:0003824,GO:0003899,GO:0016740,GO:0016772,GO:0016779,GO:0034062,GO:0097747,GO:0140098	22	0.0	0.0		77124	0.0002852549141642031
