	child_node	joint_count	joint_count_child	cond_prob
213	GO:0002944	85.0	2.0	0.023529411764705882
214	GO:0002945	85.0	2.0	0.023529411764705882
215	GO:0002947	606.0	4.0	0.006600660066006601
216	GO:0005576	80392.0	6593.0	0.0820106478256543
217	GO:0005577	308.0	11.0	0.03571428571428571
218	GO:0005579	6.0	6.0	1.0
219	GO:0005581	14985.0	81.0	0.005405405405405406
220	GO:0005582	28.0	1.0	0.03571428571428571
221	GO:0005583	21.0	21.0	1.0
222	GO:0005584	21.0	4.0	0.19047619047619047
223	GO:0005585	21.0	2.0	0.09523809523809523
224	GO:0005586	21.0	2.0	0.09523809523809523
225	GO:0005587	26.0	25.0	0.9615384615384616
226	GO:0005588	21.0	8.0	0.38095238095238093
227	GO:0005589	2.0	2.0	1.0
228	GO:0005590	1.0	1.0	1.0
229	GO:0005591	1.0	1.0	1.0
230	GO:0005592	21.0	1.0	0.047619047619047616
231	GO:0005593	81.0	6.0	0.07407407407407407
232	GO:0005594	6.0	3.0	0.5
233	GO:0005595	2.0	2.0	1.0
234	GO:0005596	2.0	0.0	0.0
235	GO:0005597	6.0	1.0	0.16666666666666666
236	GO:0005598	81.0	1.0	0.012345679012345678
237	GO:0005599	1.0	0.0	0.0
238	GO:0005600	1.0	1.0	1.0
239	GO:0005601	308.0	0.0	0.0
240	GO:0005602	308.0	3.0	0.00974025974025974
241	GO:0005604	460.0	228.0	0.4956521739130435
242	GO:0005606	19.0	7.0	0.3684210526315789
243	GO:0005607	19.0	3.0	0.15789473684210525
244	GO:0005608	19.0	3.0	0.15789473684210525
245	GO:0005609	19.0	0.0	0.0
246	GO:0005610	19.0	4.0	0.21052631578947367
247	GO:0005611	19.0	0.0	0.0
248	GO:0005612	19.0	0.0	0.0
249	GO:0005614	460.0	50.0	0.10869565217391304
250	GO:0005615	6593.0	2791.0	0.4233277718792659
251	GO:0005616	308.0	4.0	0.012987012987012988
252	GO:0005618	1122.0	884.0	0.7878787878787878
253	GO:0005619	20.0	20.0	1.0
254	GO:0005621	299.0	11.0	0.03678929765886288
255	GO:0005622	82350.0	61823.0	0.7507346690953248
256	GO:0005628	66.0	66.0	1.0
257	GO:0005630	20.0	0.0	0.0
258	GO:0005631	20.0	1.0	0.05
259	GO:0005632	20.0	0.0	0.0
260	GO:0005633	248.0	1.0	0.004032258064516129
261	GO:0005634	41716.0	25231.0	0.6048278837855978
262	GO:0005635	1379.0	1341.0	0.9724437998549673
263	GO:0005637	86.0	81.0	0.9418604651162791
264	GO:0005638	10.0	10.0	1.0
265	GO:0005639	18.0	18.0	1.0
266	GO:0005640	77.0	76.0	0.987012987012987
267	GO:0005641	21.0	19.0	0.9047619047619048
268	GO:0005642	29.0	11.0	0.3793103448275862
269	GO:0005643	444.0	274.0	0.6171171171171171
270	GO:0005652	332.0	42.0	0.12650602409638553
271	GO:0005654	13240.0	10285.0	0.7768126888217523
272	GO:0005655	21.0	16.0	0.7619047619047619
273	GO:0005656	30.0	30.0	1.0
274	GO:0005657	3715.0	220.0	0.059219380888290714
275	GO:0005658	24.0	24.0	1.0
276	GO:0005662	81.0	30.0	0.37037037037037035
277	GO:0005663	168.0	10.0	0.05952380952380952
278	GO:0005664	32.0	32.0	1.0
279	GO:0005665	256.0	67.0	0.26171875
280	GO:0005666	340.0	39.0	0.11470588235294117
281	GO:0005667	14985.0	976.0	0.0651317984651318
282	GO:0005668	26.0	4.0	0.15384615384615385
283	GO:0005669	145.0	78.0	0.5379310344827586
284	GO:0005671	174.0	50.0	0.28735632183908044
285	GO:0005672	145.0	12.0	0.08275862068965517
286	GO:0005673	145.0	9.0	0.06206896551724138
287	GO:0005674	145.0	7.0	0.04827586206896552
288	GO:0005675	46.0	46.0	1.0
289	GO:0005677	6080.0	32.0	0.005263157894736842
290	GO:0005680	91.0	78.0	0.8571428571428571
291	GO:0005681	1143.0	288.0	0.25196850393700787
292	GO:0005682	188.0	29.0	0.15425531914893617
293	GO:0005683	218.0	9.0	0.04128440366972477
294	GO:0005684	288.0	156.0	0.5416666666666666
295	GO:0005685	188.0	61.0	0.324468085106383
296	GO:0005686	188.0	52.0	0.2765957446808511
297	GO:0005687	188.0	9.0	0.047872340425531915
298	GO:0005688	188.0	12.0	0.06382978723404255
299	GO:0005689	288.0	26.0	0.09027777777777778
300	GO:0005690	188.0	2.0	0.010638297872340425
301	GO:0005691	188.0	1.0	0.005319148936170213
302	GO:0005692	188.0	0.0	0.0
303	GO:0005693	188.0	1.0	0.005319148936170213
304	GO:0005694	14098.0	3715.0	0.2635125549723365
305	GO:0005697	1143.0	55.0	0.048118985126859144
306	GO:0005700	3715.0	346.0	0.09313593539703903
307	GO:0005701	32.0	30.0	0.9375
308	GO:0005702	346.0	0.0	0.0
309	GO:0005703	157.0	56.0	0.35668789808917195
310	GO:0005704	157.0	26.0	0.16560509554140126
311	GO:0005705	157.0	97.0	0.6178343949044586
312	GO:0005706	346.0	0.0	0.0
313	GO:0005712	369.0	11.0	0.02981029810298103
314	GO:0005713	369.0	3.0	0.008130081300813009
315	GO:0005714	3.0	0.0	0.0
316	GO:0005715	3.0	1.0	0.3333333333333333
317	GO:0005719	9.0	0.0	0.0
318	GO:0005720	31.0	22.0	0.7096774193548387
319	GO:0005721	119.0	100.0	0.8403361344537815
320	GO:0005722	11.0	1.0	0.09090909090909091
321	GO:0005723	11.0	1.0	0.09090909090909091
322	GO:0005725	22.0	1.0	0.045454545454545456
323	GO:0005726	448.0	8.0	0.017857142857142856
324	GO:0005727	4.0	4.0	1.0
325	GO:0005728	4.0	0.0	0.0
326	GO:0005729	4.0	2.0	0.5
327	GO:0005730	5340.0	2881.0	0.5395131086142322
328	GO:0005731	17.0	4.0	0.23529411764705882
329	GO:0005732	2515.0	150.0	0.05964214711729622
330	GO:0005736	56.0	35.0	0.625
331	GO:0005737	61360.0	44416.0	0.7238591916558018
332	GO:0005739	27189.0	6655.0	0.2447681047482438
333	GO:0005740	1886.0	1765.0	0.9358430540827147
334	GO:0005741	430.0	430.0	1.0
335	GO:0005742	57.0	32.0	0.5614035087719298
336	GO:0005743	1112.0	1111.0	0.9991007194244604
337	GO:0005744	456.0	42.0	0.09210526315789473
338	GO:0005745	5.0	5.0	1.0
339	GO:0005746	273.0	271.0	0.9926739926739927
340	GO:0005747	165.0	165.0	1.0
341	GO:0005749	23.0	23.0	1.0
342	GO:0005750	44.0	44.0	1.0
343	GO:0005751	30.0	30.0	1.0
344	GO:0005753	110.0	110.0	1.0
345	GO:0005754	4.0	4.0	1.0
346	GO:0005756	3.0	3.0	1.0
347	GO:0005757	7.0	7.0	1.0
348	GO:0005758	192.0	192.0	1.0
349	GO:0005759	1824.0	1127.0	0.6178728070175439
350	GO:0005760	6.0	6.0	1.0
351	GO:0005761	433.0	433.0	1.0
352	GO:0005762	247.0	247.0	1.0
353	GO:0005763	175.0	175.0	1.0
354	GO:0005764	1318.0	1029.0	0.7807283763277694
355	GO:0005765	336.0	336.0	1.0
356	GO:0005766	1029.0	157.0	0.15257531584062195
357	GO:0005767	1029.0	86.0	0.08357628765792031
358	GO:0005768	3916.0	2042.0	0.5214504596527069
