	node	path	count_node	joint_count	joint_count_child	cond_prob	count_ancestor	rel_freq
456	GO:0005962	GO:0005575,GO:0005622,GO:0005737,GO:0005739,GO:0005759,GO:0005962,GO:0030062,GO:0031974,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0045239,GO:0045242,GO:0070013,GO:0098798,GO:0110165,GO:1902494,GO:1990204	5	5.0	5.0	1.0	82350	6.071645415907711e-05
457	GO:0005964	GO:0005575,GO:0005622,GO:0005737,GO:0005964,GO:0032991,GO:0061695,GO:0110165,GO:1902494,GO:1902554,GO:1902911,GO:1990234	7	105.0	7.0	0.06666666666666668	82350	8.500303582270796e-05
458	GO:0005965	GO:0005575,GO:0005622,GO:0005737,GO:0005965,GO:0032991,GO:0110165,GO:1902494,GO:1990234	5	851.0	5.0	0.005875440658049354	82350	6.071645415907711e-05
459	GO:0005967	GO:0005575,GO:0005622,GO:0005737,GO:0005739,GO:0005759,GO:0005967,GO:0031974,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0045254,GO:0070013,GO:0098798,GO:0110165,GO:1902494,GO:1990204	9	9.0	9.0	1.0	82350	0.0001092896174863388
460	GO:0005968	GO:0005575,GO:0005622,GO:0005737,GO:0005968,GO:0032991,GO:0110165,GO:1902494,GO:1990234	16	851.0	16.0	0.01880141010575793	82350	0.00019429265330904674
461	GO:0005969	GO:0005575,GO:0005622,GO:0005737,GO:0005969,GO:0032991,GO:0110165,GO:1902494,GO:1990234	1	851.0	1.0	0.0011750881316098707	82350	1.2143290831815421e-05
462	GO:0005971	GO:0005575,GO:0005622,GO:0005737,GO:0005829,GO:0005971,GO:0032991,GO:0110165,GO:1902494,GO:1990204	20	48.0	20.0	0.4166666666666667	82350	0.00024286581663630845
463	GO:0008021	GO:0005575,GO:0005622,GO:0005737,GO:0008021,GO:0012505,GO:0030054,GO:0030133,GO:0031410,GO:0031982,GO:0043226,GO:0043227,GO:0043229,GO:0045202,GO:0070382,GO:0097708,GO:0098793,GO:0099503,GO:0110165	397	398.0	397.0	0.9974874371859296	82350	0.004820886460230722
464	GO:0008023	GO:0005575,GO:0005622,GO:0005634,GO:0005654,GO:0008023,GO:0031974,GO:0031981,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0070013,GO:0110165	138	2981.0	138.0	0.04629319020462932	82350	0.0016757741347905282
465	GO:0008024	GO:0000307,GO:0005575,GO:0005622,GO:0005634,GO:0005654,GO:0008023,GO:0008024,GO:0019908,GO:0031974,GO:0031981,GO:0032806,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0061695,GO:0070013,GO:0110165,GO:1902494,GO:1902554,GO:1902911,GO:1990234	18	18.0	18.0	1.0	82350	0.0002185792349726776
466	GO:0008043	GO:0005575,GO:0005622,GO:0008043,GO:0032991,GO:0070288	13	13.0	13.0	1.0	82350	0.00015786278081360048
467	GO:0008074	GO:0005575,GO:0005622,GO:0005737,GO:0005829,GO:0008074,GO:0032991,GO:0110165	11	3147.0	11.0	0.0034953924372418178	82350	0.00013357619914996965
468	GO:0008076	GO:0005575,GO:0005886,GO:0005887,GO:0008076,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0032991,GO:0034702,GO:0034703,GO:0034705,GO:0071944,GO:0098796,GO:0098797,GO:0110165,GO:1902495,GO:1990351	139	152.0	139.0	0.9144736842105264	82350	0.0016879174256223437
469	GO:0008091	GO:0005575,GO:0005622,GO:0005737,GO:0005856,GO:0005938,GO:0008091,GO:0015629,GO:0030863,GO:0030864,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0071944,GO:0110165	11	94.0	11.0	0.11702127659574467	82350	0.00013357619914996965
470	GO:0008180	GO:0005575,GO:0005622,GO:0005634,GO:0008180,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	72	6080.0	72.0	0.011842105263157895	82350	0.0008743169398907104
471	GO:0008230	GO:0005575,GO:0005667,GO:0008230,GO:0032991,GO:0043235,GO:0090575	6	11.0	6.0	0.5454545454545454	82350	7.285974499089253e-05
472	GO:0008231	GO:0005575,GO:0005667,GO:0008230,GO:0008231,GO:0032991,GO:0043235,GO:0090575	2	6.0	2.0	0.3333333333333333	82350	2.4286581663630843e-05
473	GO:0008232	GO:0005575,GO:0005667,GO:0008230,GO:0008232,GO:0032991,GO:0043235,GO:0090575	2	6.0	2.0	0.3333333333333333	82350	2.4286581663630843e-05
474	GO:0008247	GO:0005575,GO:0008247,GO:0032991,GO:1902494	6	4038.0	6.0	0.0014858841010401188	82350	7.285974499089253e-05
475	GO:0008250	GO:0005575,GO:0005622,GO:0005737,GO:0005783,GO:0005789,GO:0008250,GO:0012505,GO:0016020,GO:0031090,GO:0032991,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0098796,GO:0110165,GO:1902494,GO:1990234	31	70.0	31.0	0.4428571428571429	82350	0.0003764420157862781
476	GO:0008274	GO:0000930,GO:0000931,GO:0005575,GO:0005622,GO:0005815,GO:0005856,GO:0008274,GO:0015630,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0110165	18	19.0	18.0	0.9473684210526316	82350	0.0002185792349726776
477	GO:0008275	GO:0000930,GO:0005575,GO:0005622,GO:0005815,GO:0005856,GO:0008275,GO:0015630,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0110165	10	64.0	10.0	0.15625	82350	0.00012143290831815422
478	GO:0008278	GO:0000793,GO:0005575,GO:0005622,GO:0005694,GO:0008278,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0110165	40	315.0	40.0	0.12698412698412698	82350	0.0004857316332726169
479	GO:0008282	GO:0005575,GO:0005886,GO:0005887,GO:0008282,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0032991,GO:0034702,GO:0034703,GO:0034705,GO:0071944,GO:0098796,GO:0098797,GO:0110165,GO:1902495,GO:1990351	8	152.0	8.0	0.05263157894736842	82350	9.714632665452337e-05
480	GO:0008287	GO:0005575,GO:0008287,GO:0032991,GO:1902494,GO:1903293	113	117.0	113.0	0.9658119658119658	82350	0.0013721918639951426
481	GO:0008290	GO:0005575,GO:0005622,GO:0005856,GO:0008290,GO:0015629,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0110165	20	434.0	20.0	0.04608294930875576	82350	0.00024286581663630845
482	GO:0008303	GO:0005575,GO:0008303,GO:0032991,GO:1902494,GO:1905368,GO:1905369	19	359.0	19.0	0.052924791086350974	82350	0.000230722525804493
483	GO:0008305	GO:0005575,GO:0005886,GO:0005887,GO:0008305,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0032991,GO:0043235,GO:0071944,GO:0098636,GO:0098796,GO:0098797,GO:0098802,GO:0110165	71	71.0	71.0	1.0	82350	0.000862173649058895
484	GO:0008328	GO:0005575,GO:0005886,GO:0005887,GO:0008328,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0032991,GO:0034702,GO:0043235,GO:0071944,GO:0098796,GO:0098797,GO:0098802,GO:0098878,GO:0110165,GO:1902495,GO:1990351	96	96.0	96.0	1.0	82350	0.0011657559198542805
485	GO:0008352	GO:0005575,GO:0005622,GO:0005815,GO:0005856,GO:0005875,GO:0008352,GO:0015630,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0110165	5	79.0	5.0	0.06329113924050632	82350	6.071645415907711e-05
486	GO:0008385	GO:0005575,GO:0005622,GO:0005737,GO:0005829,GO:0008385,GO:0032991,GO:0061695,GO:0110165,GO:1902494,GO:1902554,GO:1902911,GO:1990234	13	55.0	13.0	0.2363636363636364	82350	0.00015786278081360048
487	GO:0008537	GO:0000502,GO:0005575,GO:0005622,GO:0008537,GO:0022624,GO:0032991,GO:1902494,GO:1905368,GO:1905369	2	125.0	2.0	0.016	82350	2.4286581663630843e-05
488	GO:0008540	GO:0000502,GO:0005575,GO:0005622,GO:0005838,GO:0008540,GO:0022624,GO:0032991,GO:1902494,GO:1905368,GO:1905369	33	107.0	33.0	0.308411214953271	82350	0.0004007285974499089
489	GO:0008541	GO:0000502,GO:0005575,GO:0005622,GO:0005838,GO:0008541,GO:0022624,GO:0032991,GO:1902494,GO:1905368,GO:1905369	24	107.0	24.0	0.22429906542056074	82350	0.00029143897996357013
490	GO:0008622	GO:0000228,GO:0005575,GO:0005622,GO:0005634,GO:0005694,GO:0008622,GO:0031974,GO:0031981,GO:0032991,GO:0042575,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0061695,GO:0070013,GO:0110165,GO:1902494,GO:1990234	14	63.0	14.0	0.2222222222222222	82350	0.00017000607164541592
491	GO:0008623	GO:0000228,GO:0000785,GO:0000790,GO:0005575,GO:0005622,GO:0005634,GO:0005694,GO:0008623,GO:0031010,GO:0031974,GO:0031981,GO:0032991,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0070013,GO:0070603,GO:0110165,GO:1902494,GO:1904949	14	51.0	14.0	0.27450980392156865	82350	0.00017000607164541592
492	GO:0009274	GO:0005575,GO:0005618,GO:0009274,GO:0030312,GO:0071944,GO:0110165	28	884.0	28.0	0.03167420814479638	82350	0.00034001214329083183
493	GO:0009275	GO:0005575,GO:0005618,GO:0009274,GO:0009275,GO:0030312,GO:0071944,GO:0110165	7	28.0	7.0	0.25	82350	8.500303582270796e-05
494	GO:0009276	GO:0005575,GO:0005618,GO:0009274,GO:0009276,GO:0030312,GO:0030313,GO:0031975,GO:0071944,GO:0110165	19	20.0	19.0	0.95	82350	0.000230722525804493
495	GO:0009277	GO:0005575,GO:0005618,GO:0009277,GO:0030312,GO:0071944,GO:0110165	299	884.0	299.0	0.3382352941176471	82350	0.0036308439587128113
496	GO:0009279	GO:0005575,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0071944,GO:0110165	170	170.0	170.0	1.0	82350	0.002064359441408622
497	GO:0009288	GO:0005575,GO:0009288,GO:0042995,GO:0043226,GO:0043228,GO:0110165	9	1872.0	9.0	0.004807692307692308	82350	0.0001092896174863388
498	GO:0009289	GO:0005575,GO:0009289,GO:0042995,GO:0110165	37	6556.0	37.0	0.005643685173886515	82350	0.00044930176077717063
499	GO:0009295	GO:0005575,GO:0009295,GO:0110165	180	80392.0	180.0	0.0022390287590805056	82350	0.002185792349726776
500	GO:0009316	GO:0005575,GO:0005622,GO:0005737,GO:0005829,GO:0009316,GO:0032991,GO:0110165,GO:1902494	1	831.0	1.0	0.001203369434416366	82350	1.2143290831815421e-05
501	GO:0009317	GO:0005575,GO:0005622,GO:0005737,GO:0009317,GO:0032991,GO:0110165,GO:1902494	8	1961.0	8.0	0.00407955124936257	82350	9.714632665452337e-05
502	GO:0009319	GO:0005575,GO:0009319,GO:0016020,GO:0016021,GO:0031224,GO:0032991,GO:0070069,GO:0098796,GO:0110165,GO:1902494,GO:1990204	4	7.0	4.0	0.5714285714285714	82350	4.8573163327261686e-05
503	GO:0009321	GO:0005575,GO:0005622,GO:0005737,GO:0009321,GO:0032991,GO:0110165,GO:1902494,GO:1990204	2	386.0	2.0	0.0051813471502590676	82350	2.4286581663630843e-05
504	GO:0009325	GO:0005575,GO:0009325,GO:0032991,GO:1902494,GO:1990204	5	438.0	5.0	0.01141552511415525	82350	6.071645415907711e-05
505	GO:0009326	GO:0005575,GO:0009326,GO:0032991,GO:1902494,GO:1990204	9	438.0	9.0	0.02054794520547945	82350	0.0001092896174863388
506	GO:0009328	GO:0005575,GO:0005622,GO:0005737,GO:0009328,GO:0032991,GO:0110165,GO:1902494	7	1961.0	7.0	0.003569607343192249	82350	8.500303582270796e-05
507	GO:0009329	GO:0005575,GO:0005622,GO:0005737,GO:0009317,GO:0009329,GO:0032991,GO:0110165,GO:1902494,GO:1990234	2	2.0	2.0	1.0	82350	2.4286581663630843e-05
508	GO:0009330	GO:0005575,GO:0005622,GO:0009330,GO:0032991	12	12382.0	12.0	0.0009691487643353256	82350	0.00014571948998178506
509	GO:0009331	GO:0005575,GO:0005622,GO:0005737,GO:0009331,GO:0032991,GO:0110165,GO:1902494,GO:1990204	3	386.0	3.0	0.007772020725388602	82350	3.6429872495446266e-05
510	GO:0009333	GO:0005575,GO:0005622,GO:0005737,GO:0009333,GO:0032991,GO:0110165,GO:1902494,GO:1990234	2	851.0	2.0	0.002350176263219741	82350	2.4286581663630843e-05
511	GO:0009336	GO:0005575,GO:0005622,GO:0005737,GO:0009336,GO:0032991,GO:0061695,GO:0110165,GO:1902494,GO:1902503,GO:1990234	3	4.0	3.0	0.75	82350	3.6429872495446266e-05
512	GO:0009337	GO:0005575,GO:0005622,GO:0009337,GO:0032991	4	12382.0	4.0	0.0003230495881117752	82350	4.8573163327261686e-05
513	GO:0009338	GO:0005575,GO:0005622,GO:0009338,GO:0032991,GO:1902494	3	3833.0	3.0	0.0007826767545003914	82350	3.6429872495446266e-05
514	GO:0009340	GO:0005575,GO:0005622,GO:0005737,GO:0009330,GO:0009340,GO:0032991,GO:0110165	2	5.0	2.0	0.4	82350	2.4286581663630843e-05
515	GO:0009341	GO:0005575,GO:0009341,GO:0032991,GO:1902494	1	4038.0	1.0	0.0002476473501733532	82350	1.2143290831815421e-05
516	GO:0009344	GO:0005575,GO:0009344,GO:0032991	4	14985.0	4.0	0.0002669336002669336	82350	4.8573163327261686e-05
517	GO:0009345	GO:0005575,GO:0005622,GO:0005737,GO:0009345,GO:0032991,GO:0110165,GO:1902494	1	1961.0	1.0	0.0005099439061703213	82350	1.2143290831815421e-05
518	GO:0009346	GO:0005575,GO:0005622,GO:0005737,GO:0009346,GO:0032991,GO:0110165	2	7825.0	2.0	0.00025559105431309905	82350	2.4286581663630843e-05
519	GO:0009350	GO:0005575,GO:0005622,GO:0009350,GO:0032991,GO:1902494	2	3833.0	2.0	0.0005217845030002609	82350	2.4286581663630843e-05
520	GO:0009353	GO:0005575,GO:0005622,GO:0005737,GO:0005739,GO:0005759,GO:0005947,GO:0009353,GO:0030062,GO:0031974,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0045239,GO:0045240,GO:0045252,GO:0070013,GO:0098798,GO:0110165,GO:1902494,GO:1990204,GO:1990234	6	6.0	6.0	1.0	82350	7.285974499089253e-05
521	GO:0009355	GO:0005575,GO:0005622,GO:0009355,GO:0032991,GO:0042575,GO:0061695,GO:1902494,GO:1990234	2	101.0	2.0	0.0198019801980198	82350	2.4286581663630843e-05
522	GO:0009358	GO:0005575,GO:0009358,GO:0032991,GO:0061695,GO:1902494,GO:1990234	2	724.0	2.0	0.0027624309392265192	82350	2.4286581663630843e-05
523	GO:0009360	GO:0005575,GO:0005622,GO:0009360,GO:0032991,GO:0042575,GO:0061695,GO:1902494,GO:1990234	10	101.0	10.0	0.099009900990099	82350	0.00012143290831815422
524	GO:0009361	GO:0005575,GO:0005622,GO:0005737,GO:0009361,GO:0032991,GO:0042709,GO:0045239,GO:0110165,GO:1902494	2	9.0	2.0	0.2222222222222222	82350	2.4286581663630843e-05
525	GO:0009365	GO:0005575,GO:0009365,GO:0032991,GO:0061695,GO:1902494,GO:1902911,GO:1990234	3	242.0	3.0	0.012396694214876032	82350	3.6429872495446266e-05
526	GO:0009366	GO:0005575,GO:0005622,GO:0009366,GO:0032991	2	12382.0	2.0	0.00016152479405588758	82350	2.4286581663630843e-05
527	GO:0009368	GO:0005575,GO:0005622,GO:0009368,GO:0032991	12	12382.0	12.0	0.0009691487643353256	82350	0.00014571948998178506
528	GO:0009375	GO:0005575,GO:0005622,GO:0009375,GO:0032991,GO:1902494,GO:1990204	3	391.0	3.0	0.007672634271099744	82350	3.6429872495446266e-05
529	GO:0009376	GO:0000502,GO:0005575,GO:0005622,GO:0005737,GO:0005829,GO:0009376,GO:0031597,GO:0032991,GO:0110165,GO:1902494,GO:1904949,GO:1905368,GO:1905369	8	8.0	8.0	1.0	82350	9.714632665452337e-05
530	GO:0009379	GO:0005575,GO:0005622,GO:0009379,GO:0032991,GO:0033202,GO:1902494,GO:1904949	2	64.0	2.0	0.03125	82350	2.4286581663630843e-05
531	GO:0009380	GO:0005575,GO:0005622,GO:0009380,GO:0032991,GO:1902494,GO:1905347,GO:1905348,GO:1990391	3	4.0	3.0	0.75	82350	3.6429872495446266e-05
532	GO:0009382	GO:0005575,GO:0005622,GO:0005737,GO:0009382,GO:0032991,GO:0110165,GO:1902494,GO:1990234	2	851.0	2.0	0.002350176263219741	82350	2.4286581663630843e-05
533	GO:0009390	GO:0005575,GO:0009390,GO:0032991,GO:1902494,GO:1990204	3	438.0	3.0	0.00684931506849315	82350	3.6429872495446266e-05
534	GO:0009418	GO:0005575,GO:0009289,GO:0009418,GO:0042995,GO:0110165	1	37.0	1.0	0.027027027027027032	82350	1.2143290831815421e-05
535	GO:0009419	GO:0005575,GO:0009289,GO:0009419,GO:0042995,GO:0110165	2	37.0	2.0	0.054054054054054064	82350	2.4286581663630843e-05
536	GO:0009420	GO:0005575,GO:0009288,GO:0009420,GO:0042995,GO:0043226,GO:0043228,GO:0110165	1	9.0	1.0	0.1111111111111111	82350	1.2143290831815421e-05
537	GO:0009421	GO:0005575,GO:0009288,GO:0009420,GO:0009421,GO:0042995,GO:0043226,GO:0043228,GO:0110165	1	1.0	1.0	1.0	82350	1.2143290831815421e-05
538	GO:0009424	GO:0005575,GO:0009288,GO:0009424,GO:0042995,GO:0043226,GO:0043228,GO:0110165	2	9.0	2.0	0.2222222222222222	82350	2.4286581663630843e-05
539	GO:0009425	GO:0005575,GO:0009288,GO:0009425,GO:0042995,GO:0043226,GO:0043228,GO:0110165	2	9.0	2.0	0.2222222222222222	82350	2.4286581663630843e-05
540	GO:0009501	GO:0005575,GO:0005622,GO:0005737,GO:0009501,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	6	2803.0	6.0	0.0021405636817695326	82350	7.285974499089253e-05
541	GO:0009503	GO:0005575,GO:0005622,GO:0005737,GO:0009503,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0016020,GO:0030076,GO:0031976,GO:0031984,GO:0032991,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0055035,GO:0098796,GO:0098807,GO:0110165	7	7.0	7.0	1.0	82350	8.500303582270796e-05
542	GO:0009504	GO:0005575,GO:0005622,GO:0005737,GO:0009504,GO:0110165	38	44416.0	38.0	0.0008555475504322768	82350	0.000461445051608986
543	GO:0009505	GO:0005575,GO:0005618,GO:0009505,GO:0030312,GO:0071944,GO:0110165	191	884.0	191.0	0.2160633484162896	82350	0.0023193685488767457
544	GO:0009506	GO:0005575,GO:0005911,GO:0009506,GO:0030054,GO:0055044,GO:0070161,GO:0110165	850	850.0	850.0	1.0	82350	0.010321797207043109
545	GO:0009507	GO:0005575,GO:0005622,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	2137	2803.0	2137.0	0.7623974313235818	82350	0.025950212507589557
546	GO:0009508	GO:0000229,GO:0005575,GO:0005622,GO:0005694,GO:0005737,GO:0009295,GO:0009508,GO:0009532,GO:0009536,GO:0042646,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0110165	18	18.0	18.0	1.0	82350	0.0002185792349726776
547	GO:0009509	GO:0005575,GO:0005622,GO:0005737,GO:0009509,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	5	2803.0	5.0	0.0017838030681412774	82350	6.071645415907711e-05
548	GO:0009510	GO:0005575,GO:0005622,GO:0005737,GO:0005783,GO:0005886,GO:0005911,GO:0009506,GO:0009510,GO:0012505,GO:0016020,GO:0030054,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0055044,GO:0070161,GO:0071944,GO:0110165	1	28.0	1.0	0.03571428571428571	82350	1.2143290831815421e-05
549	GO:0009511	GO:0005575,GO:0005622,GO:0005737,GO:0005783,GO:0005886,GO:0005911,GO:0009506,GO:0009510,GO:0009511,GO:0012505,GO:0016020,GO:0030054,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0055044,GO:0070161,GO:0071944,GO:0110165	1	1.0	1.0	1.0	82350	1.2143290831815421e-05
550	GO:0009512	GO:0005575,GO:0005622,GO:0009512,GO:0009579,GO:0032991,GO:0070069,GO:0110165	9	9.0	9.0	1.0	82350	0.0001092896174863388
551	GO:0009513	GO:0005575,GO:0005622,GO:0005737,GO:0009513,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	5	2803.0	5.0	0.0017838030681412774	82350	6.071645415907711e-05
552	GO:0009514	GO:0005575,GO:0005622,GO:0005737,GO:0005777,GO:0009514,GO:0042579,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	6	849.0	6.0	0.00706713780918728	82350	7.285974499089253e-05
553	GO:0009515	GO:0005575,GO:0005622,GO:0005737,GO:0009507,GO:0009515,GO:0009534,GO:0009536,GO:0009542,GO:0009579,GO:0031976,GO:0031984,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	4	4.0	4.0	1.0	82350	4.8573163327261686e-05
554	GO:0009516	GO:0005575,GO:0005622,GO:0005737,GO:0009516,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	1	2803.0	1.0	0.00035676061362825543	82350	1.2143290831815421e-05
555	GO:0009517	GO:0005575,GO:0005622,GO:0005737,GO:0009503,GO:0009507,GO:0009517,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0016020,GO:0030076,GO:0031976,GO:0031984,GO:0032991,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0055035,GO:0098796,GO:0098807,GO:0110165	6	7.0	6.0	0.8571428571428571	82350	7.285974499089253e-05
556	GO:0009519	GO:0005575,GO:0005576,GO:0009519,GO:0031012,GO:0110165	7	830.0	7.0	0.008433734939759036	82350	8.500303582270796e-05
557	GO:0009521	GO:0005575,GO:0005622,GO:0009521,GO:0009579,GO:0016020,GO:0032991,GO:0034357,GO:0098796,GO:0110165	48	84.0	48.0	0.5714285714285714	82350	0.0005828779599271403
558	GO:0009522	GO:0005575,GO:0005622,GO:0009521,GO:0009522,GO:0009579,GO:0016020,GO:0032991,GO:0034357,GO:0098796,GO:0110165	14	48.0	14.0	0.2916666666666667	82350	0.00017000607164541592
559	GO:0009523	GO:0005575,GO:0005622,GO:0009521,GO:0009523,GO:0009579,GO:0016020,GO:0032991,GO:0034357,GO:0098796,GO:0110165	37	48.0	37.0	0.7708333333333334	82350	0.00044930176077717063
560	GO:0009524	GO:0005575,GO:0005622,GO:0005737,GO:0009524,GO:0110165	66	44416.0	66.0	0.0014859510086455332	82350	0.0008014571948998178
561	GO:0009526	GO:0005575,GO:0005622,GO:0005737,GO:0009526,GO:0009536,GO:0031967,GO:0031975,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	629	655.0	629.0	0.9603053435114504	82350	0.0076381299332119006
562	GO:0009527	GO:0005575,GO:0005622,GO:0005737,GO:0009526,GO:0009527,GO:0009536,GO:0016020,GO:0019867,GO:0031090,GO:0031967,GO:0031968,GO:0031975,GO:0042170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0098588,GO:0098805,GO:0110165	46	46.0	46.0	1.0	82350	0.0005585913782635094
563	GO:0009528	GO:0005575,GO:0005622,GO:0005737,GO:0009526,GO:0009528,GO:0009536,GO:0016020,GO:0019866,GO:0031090,GO:0031967,GO:0031975,GO:0042170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	65	65.0	65.0	1.0	82350	0.0007893139040680025
564	GO:0009529	GO:0005575,GO:0005622,GO:0005737,GO:0009526,GO:0009529,GO:0009536,GO:0031967,GO:0031970,GO:0031974,GO:0031975,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0070013,GO:0110165	1	1.0	1.0	1.0	82350	1.2143290831815421e-05
565	GO:0009530	GO:0005575,GO:0005618,GO:0009505,GO:0009530,GO:0030312,GO:0071944,GO:0110165	1	191.0	1.0	0.005235602094240838	82350	1.2143290831815421e-05
566	GO:0009531	GO:0005575,GO:0005618,GO:0009505,GO:0009531,GO:0030312,GO:0071944,GO:0110165	29	191.0	29.0	0.1518324607329843	82350	0.0003521554341226472
567	GO:0009532	GO:0005575,GO:0005622,GO:0005737,GO:0009532,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	737	2803.0	737.0	0.2629325722440243	82350	0.008949605343047966
568	GO:0009533	GO:0005575,GO:0005622,GO:0005737,GO:0009507,GO:0009532,GO:0009533,GO:0009534,GO:0009536,GO:0009570,GO:0009579,GO:0031976,GO:0031984,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	10	167.0	10.0	0.05988023952095808	82350	0.00012143290831815422
569	GO:0009534	GO:0005575,GO:0005622,GO:0005737,GO:0009507,GO:0009534,GO:0009536,GO:0009579,GO:0031976,GO:0031984,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	443	446.0	443.0	0.9932735426008968	82350	0.005379477838494232
570	GO:0009535	GO:0005575,GO:0005622,GO:0005737,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0016020,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0055035,GO:0110165	352	354.0	352.0	0.9943502824858758	82350	0.004274438372799029
571	GO:0009536	GO:0005575,GO:0005622,GO:0005737,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	2803	27189.0	2803.0	0.10309316267608223	82350	0.03403764420157863
572	GO:0009537	GO:0005575,GO:0005622,GO:0005737,GO:0009536,GO:0009537,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	1	2803.0	1.0	0.00035676061362825543	82350	1.2143290831815421e-05
573	GO:0009539	GO:0005575,GO:0005622,GO:0009521,GO:0009523,GO:0009539,GO:0009579,GO:0016020,GO:0032991,GO:0034357,GO:0098796,GO:0110165	1	37.0	1.0	0.027027027027027032	82350	1.2143290831815421e-05
574	GO:0009542	GO:0005575,GO:0005622,GO:0005737,GO:0009507,GO:0009536,GO:0009542,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	4	2137.0	4.0	0.0018717828731867104	82350	4.8573163327261686e-05
575	GO:0009543	GO:0005575,GO:0005622,GO:0005737,GO:0009507,GO:0009534,GO:0009536,GO:0009543,GO:0009579,GO:0031976,GO:0031977,GO:0031978,GO:0031984,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	13	13.0	13.0	1.0	82350	0.00015786278081360048
576	GO:0009544	GO:0005575,GO:0005622,GO:0005737,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009544,GO:0009579,GO:0016020,GO:0031976,GO:0031984,GO:0032991,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0055035,GO:0098796,GO:0098807,GO:0110165	2	19.0	2.0	0.10526315789473684	82350	2.4286581663630843e-05
577	GO:0009547	GO:0000313,GO:0005575,GO:0005622,GO:0005737,GO:0005840,GO:0009532,GO:0009536,GO:0009547,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0110165	5	5.0	5.0	1.0	82350	6.071645415907711e-05
