GeneID	DZ	EZ	MZ
AT1G01010	43.44533333333334	11.823826666666667	2.3290933333333332
AT1G01020	18.0564	22.536199999999997	44.087766666666674
AT1G01030	0.5171243333333334	1.3390533333333332	0.955492
AT1G01040	7.08746	5.016466666666667	4.1883333333333335
AT1G01050	79.42843333333333	159.66866666666667	128.96633333333332
AT1G01060	25.008766666666663	3.6149769999999997	7.052406666666667
AT1G01070	21.7839	1.0295213333333333	0.0448791
AT1G01080	3.8893400000000007	2.2284200000000003	4.427233333333334
AT1G01090	49.78993333333333	152.33180000000002	194.37766666666667
AT1G01100	234.21456666666668	1007.5483333333333	2302.2033333333334
AT1G01110	3.8174333333333323	11.87462	38.555366666666664
AT1G01120	81.59543333333333	7.046050000000001	0.322027
AT1G01130	12.792366666666666	14.993033333333335	13.263799999999998
AT1G01140	19.682199999999998	13.007826666666668	0.5250956666666666
AT1G01150	0.09433023333333335	0.0	0.15743533333333334
AT1G01160	32.213	38.2491	97.57026666666667
AT1G01170	8.587573333333333	7.710859666666667	7.16537
AT1G01180	26.323533333333334	2.5803666666666665	1.5184343333333334
AT1G01190	0.15836833333333333	0.1535993	0.11155476666666668
AT1G01200	13.889033333333332	10.752943333333334	3.9074333333333335
AT1G01210	8.048426666666668	14.428199999999999	60.7917
AT1G01220	7.0183366666666664	13.746633333333335	10.2378
AT1G01225	6.761223333333334	3.9562866666666667	6.461873333333333
AT1G01230	70.97546666666666	110.02319999999999	44.135466666666666
AT1G01240	15.197166666666666	12.16662	4.31997
AT1G01250	0.0	0.15386333333333332	0.0
AT1G01260	8.847413333333334	11.919066666666666	12.666866666666666
AT1G01280	0.0	0.0	0.0
AT1G01290	9.21998	12.9288	25.676066666666667
AT1G01300	18.445766666666668	59.16696666666667	50.078300000000006
AT1G01305	0.0	0.0	0.054379333333333335
AT1G01310	0.46229666666666674	0.3125003333333333	0.16204033333333334
AT1G01320	1.78114	1.2415323333333335	5.907253333333333
AT1G01340	14.147300000000001	1.1985136666666667	0.14252166666666666
AT1G01350	14.998066666666666	13.5739	23.920333333333332
AT1G01355	0.025009466666666664	0.05060033333333333	0.0
AT1G01360	33.969833333333334	22.294566666666668	12.575933333333333
AT1G01370	2.266088	12.145836666666668	31.497666666666664
AT1G01380	5.925956666666667	4.607993333333333	5.5126800000000005
AT1G01390	0.04421763333333334	0.008263033333333334	0.0
AT1G01400	0.0	0.0	0.0
AT1G01410	0.0	0.0	0.0
AT1G01420	1.3612096666666667	0.11975153333333334	0.0
AT1G01430	16.32796666666667	28.726933333333335	10.476703333333333
AT1G01440	16.227866666666667	8.065646666666666	5.286339999999999
AT1G01450	0.6079640000000001	0.20573166666666667	0.4318436666666667
AT1G01453	32.07633333333333	2.160465333333334	0.07362536666666666
AT1G01460	0.315765	0.0	0.0
AT1G01470	241.309	76.38583333333334	41.54683333333333
AT1G01480	44.206700000000005	4.806137333333333	0.250092
AT1G01490	69.68553333333334	46.02846666666667	29.2841
AT1G01500	7.321999999999999	2.6309333333333336	4.082796666666667
AT1G01510	12.397993333333332	32.443400000000004	50.055366666666664
AT1G01520	0.14017163333333335	1.49768	0.44533766666666663
AT1G01530	0.0	0.0	0.019724933333333337
AT1G01540	22.5853	57.4224	24.26193333333333
AT1G01550	217.27566666666667	80.03546666666666	36.81393333333333
AT1G01560	2.0542766666666665	0.107439	0.037702
AT1G01570	9.550956666666666	3.878765	3.7860300000000002
